编码-公司名,编码,公司名-简体,公司名-繁体,本位币,父节点编号,父节点中文名称,share,合并节点,最新更新日期
TEX0001 - 华润纺织品有限公司－汇总,TEX0001,华润纺织品有限公司－汇总,華潤紡織品有限公司－匯總,HKD,TEX0100,华润纺织品有限公司(PRC合并),,TRUE,7/3/2012
TEX0040 - 华润纺织品有限公司－本部,TEX0040,华润纺织品有限公司－本部,華潤紡織品有限公司－本部,HKD,TEX0001,华润纺织品有限公司－汇总,,,7/3/2012
TEX0010 - 华润纺织品有限公司－纺织,TEX0010,华润纺织品有限公司－纺织,華潤紡織品有限公司－紡織,HKD,TEX0001,华润纺织品有限公司－汇总,,,7/3/2012
TEX0020 - 华润纺织品有限公司－高支纱,TEX0020,华润纺织品有限公司－高支纱,華潤紡織品有限公司－高支紗,HKD,TEX0001,华润纺织品有限公司－汇总,,,7/3/2012
TEX0030 - 华润纺织品有限公司－印染,TEX0030,华润纺织品有限公司－印染,華潤紡織品有限公司－印染,HKD,TEX0001,华润纺织品有限公司－汇总,,,7/3/2012
FTB0100 - Fashioned Time Investments Ltd(PRC合并),FTB0100,Fashioned Time Investments Ltd(PRC合并),Fashioned Time Investments Ltd(PRC合併),HKD,TEX0100,华润纺织品有限公司(PRC合并),TRUE,,7/3/2012
GYT0001 - 广源纺织有限公司-汇总,GYT0001,广源纺织有限公司-汇总,廣源紡織有限公司-匯總,HKD,TEX0100,华润纺织品有限公司(PRC合并),,TRUE,7/3/2012
GYT0030 - 广源纺织有限公司－本部,GYT0030,广源纺织有限公司－本部,廣源紡織有限公司－本部,HKD,GYT0001,广源纺织有限公司-汇总,,,7/3/2012
GYT0010 - 广源纺织有限公司－纺织,GYT0010,广源纺织有限公司－纺织,廣源紡織有限公司－紡織,HKD,GYT0001,广源纺织有限公司-汇总,,,7/3/2012
GYT0020 - 广源纺织有限公司－高支纱,GYT0020,广源纺织有限公司－高支纱,廣源紡織有限公司－高支紗,HKD,GYT0001,广源纺织有限公司-汇总,,,7/3/2012
JHL0000 - 江苏华利纺织有限公司,JHL0000,江苏华利纺织有限公司,江蘇華利紡織有限公司,CNY,TEX0100,华润纺织品有限公司(PRC合并),TRUE,,7/3/2012
JHL0190 - 江苏华利纺织有限公司(PRC虚拟节点),JHL0190,江苏华利纺织有限公司(PRC虚拟节点),江蘇華利紡織有限公司(PRC虛擬節點),CNY,TEX0100,华润纺织品有限公司(PRC合并),,,7/3/2012
JHY0000 - 江苏华阳纺织有限公司,JHY0000,江苏华阳纺织有限公司,江蘇華陽紡織有限公司,CNY,TEX0100,华润纺织品有限公司(PRC合并),,,7/3/2012
MSD0000 - 万盛发展有限公司,MSD0000,万盛发展有限公司,萬盛發展有限公司,HKD,TEX0100,华润纺织品有限公司(PRC合并),TRUE,,7/3/2012
PYA0000 - 宇惠有限公司,PYA0000,宇惠有限公司,宇惠有限公司,HKD,TEX0100,华润纺织品有限公司(PRC合并),TRUE,,7/3/2012
RRH0000 - 畅润行有限公司,RRH0000,畅润行有限公司,暢潤行有限公司,HKD,TEX0100,华润纺织品有限公司(PRC合并),TRUE,,7/3/2012
TMB0100 - 华润纺织原料有限公司(PRC合并),TMB0100,华润纺织原料有限公司(PRC合并),華潤紡織原料有限公司(PRC合併),HKD,LIT0100,华润纺织(集团)有限公司(PRC合并),TRUE,,7/3/2012
TMB0190 - 华润纺织原料有限公司(PRC虚拟节点),TMB0190,华润纺织原料有限公司(PRC虚拟节点),華潤紡織原料有限公司(PRC虛擬節點）,HKD,LIT0100,华润纺织(集团)有限公司(PRC合并),,,7/3/2012
WHA0100 - 万新服装有限公司(PRC合并),WHA0100,万新服装有限公司(PRC合并),萬新服裝有限公司(PRC合併),HKD,LIT0100,华润纺织(集团)有限公司(PRC合并),,TRUE,7/3/2012
WHA0000 - 万新服装有限公司,WHA0000,万新服装有限公司,萬新服裝有限公司,HKD,WHA0100,万新服装有限公司(PRC合并),,,7/3/2012
CREC100 - Credico Ltd(PRC合并),CREC100,Credico Ltd(PRC合并),Credico Ltd(PRC合併),HKD,WHA0100,万新服装有限公司(PRC合并),,TRUE,7/3/2012
CREC000 - Credico Ltd,CREC000,Credico Ltd,Credico Ltd,HKD,CREC100,Credico Ltd(PRC合并),,,7/3/2012
CPE0000 - Credico Property Ltd,CPE0000,Credico Property Ltd,Credico Property Ltd,HKD,CREC100,Credico Ltd(PRC合并),TRUE,,7/3/2012
CPE0190 - Credico Property Ltd（PRC虚拟节点）,CPE0190,Credico Property Ltd（PRC虚拟节点）,Credico Property Ltd(PRC虛擬節點）,HKD,CREC100,Credico Ltd(PRC合并),,,7/3/2012
FHK0000 - 辉美(香港)有限公司,FHK0000,辉美(香港)有限公司,輝美(香港)有限公司,HKD,CREC100,Credico Ltd(PRC合并),,,7/3/2012
GHG0100 - 金凯制衣(香港)有限公司(PRC合并),GHG0100,金凯制衣(香港)有限公司(PRC合并),金凱制衣(香港)有限公司(PRC合併),HKD,CREC100,Credico Ltd(PRC合并),,TRUE,7/3/2012
GHG0000 - 金凯制衣(香港)有限公司,GHG0000,金凯制衣(香港)有限公司,金凱制衣(香港)有限公司,HKD,GHG0100,金凯制衣(香港)有限公司(PRC合并),,,7/3/2012
MGS0000 - 美利华制衣(深圳)有限公司,MGS0000,美利华制衣(深圳)有限公司,美利華制衣(深圳)有限公司,CNY,GHG0100,金凯制衣(香港)有限公司(PRC合并),,,7/3/2012
MGS0190 - 美利华制衣(深圳)有限公司（PRC虚拟节点）,MGS0190,美利华制衣(深圳)有限公司（PRC虚拟节点）,美利華制衣(深圳)有限公司(PRC虛擬節點）,HKD,GHG0100,金凯制衣(香港)有限公司(PRC合并),,,7/3/2012
LHK0000 - 立华(香港)有限公司,LHK0000,立华(香港)有限公司,立華(香港)有限公司,HKD,CREC100,Credico Ltd(PRC合并),,,7/3/2012
HHTA000 - 新弘纺织有限公司,HHTA000,新弘纺织有限公司,新弘紡織有限公司,HKD,WHA0100,万新服装有限公司(PRC合并),,,7/3/2012
SWG0000 - 万利达服装(深圳)有限公司,SWG0000,万利达服装(深圳)有限公司,萬利達服裝(深圳)有限公司,CNY,WHA0100,万新服装有限公司(PRC合并),,,7/3/2012
VVP0000 - 广州市薇娃惟斯服装服饰有限公司,VVP0000,广州市薇娃惟斯服装服饰有限公司,廣州市薇娃惟斯服裝服飾有限公司,CNY,WHA0100,万新服装有限公司(PRC合并),TRUE,,7/3/2012
VVP0190 - 广州市薇娃惟斯服装服饰有限公司(PRC虚拟节点),VVP0190,广州市薇娃惟斯服装服饰有限公司(PRC虚拟节点),廣州市薇娃惟斯服裝服飾有限公司(PRC虛擬節點）,HKD,WHA0100,万新服装有限公司(PRC合并),,,7/3/2012
WGS0000 - 万新服装(深圳)有限公司,WGS0000,万新服装(深圳)有限公司,萬新服裝(深圳)有限公司,CNY,WHA0100,万新服装有限公司(PRC合并),,,7/3/2012
CCF0000 - 中国中发有限公司,CCF0000,中国中发有限公司,中國中發有限公司,HKD,WHA0100,万新服装有限公司(PRC合并),,,7/3/2012
WHA0180 - 万新服装有限公司(PRC共同父节点反冲),WHA0180,万新服装有限公司(PRC共同父节点反冲),萬新服裝有限公司(PRC共同父節點反沖),HKD,LIT0100,华润纺织(集团)有限公司(PRC合并),,,7/3/2012
GHB0100 - 华润服饰(BVI)有限公司(PRC合并),GHB0100,华润服饰(BVI)有限公司(PRC合并),"China Resources Fashion (BVI) Co.,Ltd(PRC合併)",HKD,GREA100,得正企业有限公司(PRC合并),,TRUE,7/3/2012
GHB0000 - 华润服饰(BVI)有限公司,GHB0000,华润服饰(BVI)有限公司,"China Resources Fashion (BVI) Co.,Ltd",HKD,GHB0100,华润服饰(BVI)有限公司(PRC合并),,,7/3/2012
SMH0000 - 华润服饰(控股)有限公司,SMH0000,华润服饰(控股)有限公司,"China Resources Fashion(Holdings) Co.,LTD",HKD,GHB0100,华润服饰(BVI)有限公司(PRC合并),TRUE,,7/3/2012
SMH0100 - 华润服饰(控股)有限公司(PRC合并),SMH0100,华润服饰(控股)有限公司(PRC合并),"China Resources Fashion(Holdings) Co.,LTD(PRC合併)",HKD,GHB0100,华润服饰(BVI)有限公司(PRC合并),,TRUE,7/3/2012
SMH0000 - 华润服饰(控股)有限公司,SMH0000,华润服饰(控股)有限公司,"China Resources Fashion(Holdings) Co.,LTD",HKD,SMH0100,华润服饰(控股)有限公司(PRC合并),,,7/3/2012
GAAS000 - 歌黛服饰(深圳)有限公司,GAAS000,歌黛服饰(深圳)有限公司,歌黛服飾(深圳)有限公司,CNY,SMH0100,华润服饰(控股)有限公司(PRC合并),TRUE,,7/3/2012
GAAS100 - 歌黛服饰(深圳)有限公司(PRC合并),GAAS100,歌黛服饰(深圳)有限公司(PRC合并),歌黛服飾(深圳)有限公司(PRC合併),CNY,SMH0100,华润服饰(控股)有限公司(PRC合并),,TRUE,7/3/2012
GAAS000 - 歌黛服饰(深圳)有限公司,GAAS000,歌黛服饰(深圳)有限公司,歌黛服飾(深圳)有限公司,CNY,GAAS100,歌黛服饰(深圳)有限公司(PRC合并),,,7/3/2012
SHU0000 - 深圳市华姿伊实业发展有限公司,SHU0000,深圳市华姿伊实业发展有限公司,深圳市華姿伊實業發展有限公司,CNY,GAAS100,歌黛服饰(深圳)有限公司(PRC合并),,,7/3/2012
SCA0000 - 山东华润厚木尼龙有限公司,SCA0000,山东华润厚木尼龙有限公司,山東華潤厚木尼龍有限公司,CNY,SMH0100,华润服饰(控股)有限公司(PRC合并),,,7/3/2012
SMZ0000 - 圣马可(珠海)皮革制品有限公司,SMZ0000,圣马可(珠海)皮革制品有限公司,聖馬可(珠海)皮革製品有限公司,CNY,SMH0100,华润服饰(控股)有限公司(PRC合并),,,7/3/2012
TMB0100 - 华润纺织原料有限公司(PRC合并),TMB0100,华润纺织原料有限公司(PRC合并),華潤紡織原料有限公司(PRC合併),HKD,SMH0100,华润服饰(控股)有限公司(PRC合并),,TRUE,7/3/2012
TMB0000 - 华润纺织原料有限公司,TMB0000,华润纺织原料有限公司,華潤紡織原料有限公司,HKD,TMB0100,华润纺织原料有限公司(PRC合并),,,7/3/2012
CPE0000 - Credico Property Ltd,CPE0000,Credico Property Ltd,Credico Property Ltd,HKD,TMB0100,华润纺织原料有限公司(PRC合并),,,7/3/2012
SKB0000 - 上海凯邦实业有限公司,SKB0000,上海凯邦实业有限公司,上海凱邦實業有限公司,CNY,TMB0100,华润纺织原料有限公司(PRC合并),,,7/3/2012
TST0100 - 卓星贸易有限公司(PRC合并),TST0100,卓星贸易有限公司(PRC合并),卓星貿易有限公司(PRC合併),HKD,SMH0100,华润服饰(控股)有限公司(PRC合并),,TRUE,7/3/2012
TST0000 - 卓星贸易有限公司,TST0000,卓星贸易有限公司,卓星貿易有限公司,HKD,TST0100,卓星贸易有限公司(PRC合并),,,7/3/2012
BJMH000 - 北京华润名汇服饰有限公司,BJMH000,北京华润名汇服饰有限公司,北京華潤名匯服飾有限公司,CNY,TST0100,卓星贸易有限公司(PRC合并),TRUE,,7/3/2012
BJMH190 - 北京华润名汇服饰有限公司(PRC虚拟节点),BJMH190,北京华润名汇服饰有限公司(PRC虚拟节点),北京華潤名匯服飾有限公司(PRC虛擬節點),CNY,TST0100,卓星贸易有限公司(PRC合并),,,7/3/2012
RJFH000 - 上海润锦服饰有限公司,RJFH000,上海润锦服饰有限公司,上海潤錦服飾有限公司,CNY,TST0100,卓星贸易有限公司(PRC合并),TRUE,,7/3/2012
RJFH191 - 上海润锦服饰有限公司(PRC虚拟节点),RJFH191,上海润锦服饰有限公司(PRC虚拟节点),上海潤錦服飾有限公司(PRC虛擬節點),CNY,TST0100,卓星贸易有限公司(PRC合并),,,7/3/2012
RXSZ000 - 上海润欣时装有限公司,RXSZ000,上海润欣时装有限公司,上海潤欣時裝有限公司,CNY,TST0100,卓星贸易有限公司(PRC合并),TRUE,,7/3/2012
RXSZ191 - 上海润欣时装有限公司(PRC虚拟节点),RXSZ191,上海润欣时装有限公司(PRC虚拟节点),上海潤欣時裝有限公司(PRC虛擬節點),CNY,TST0100,卓星贸易有限公司(PRC合并),,,7/3/2012
VVP0000 - 广州市薇娃惟斯服装服饰有限公司,VVP0000,广州市薇娃惟斯服装服饰有限公司,廣州市薇娃惟斯服裝服飾有限公司,CNY,SMH0100,华润服饰(控股)有限公司(PRC合并),,,7/3/2012
RPI0000 - 彭富投资有限公司,RPI0000,彭富投资有限公司,Rich Panel Investments Limited,HKD,SMH0100,华润服饰(控股)有限公司(PRC合并),TRUE,,7/3/2012
RPI0100 - 彭富投资有限公司(PRC合并),RPI0100,彭富投资有限公司(PRC合并),Rich Panel Investments Limited(PRC合併),HKD,SMH0100,华润服饰(控股)有限公司(PRC合并),,TRUE,7/3/2012
RPI0000 - 彭富投资有限公司,RPI0000,彭富投资有限公司,Rich Panel Investments Limited,HKD,RPI0100,彭富投资有限公司(PRC合并),,,7/3/2012
RJFH100 - 上海润锦服饰有限公司(PRC合并),RJFH100,上海润锦服饰有限公司(PRC合并),上海潤錦服飾有限公司(PRC合併),CNY,RPI0100,彭富投资有限公司(PRC合并),,TRUE,7/3/2012
RJFH000 - 上海润锦服饰有限公司,RJFH000,上海润锦服饰有限公司,上海潤錦服飾有限公司,CNY,RJFH100,上海润锦服饰有限公司(PRC合并),,,7/3/2012
RXSZ000 - 上海润欣时装有限公司,RXSZ000,上海润欣时装有限公司,上海潤欣時裝有限公司,CNY,RJFH100,上海润锦服饰有限公司(PRC合并),,,7/3/2012
BJMH000 - 北京华润名汇服饰有限公司,BJMH000,北京华润名汇服饰有限公司,北京華潤名匯服飾有限公司,CNY,RJFH100,上海润锦服饰有限公司(PRC合并),,,7/3/2012
RWFS000 - 深圳市润薇服饰有限公司,RWFS000,深圳市润薇服饰有限公司,深圳市潤薇服飾有限公司,CNY,SMH0100,华润服饰(控股)有限公司(PRC合并),,,7/3/2012
VSB0100 - 振阳有限公司(PRC合并),VSB0100,振阳有限公司(PRC合并),振陽有限公司(PRC合併),HKD,GREA100,得正企业有限公司(PRC合并),,TRUE,7/3/2012
VSB0000 - 振阳有限公司,VSB0000,振阳有限公司,振陽有限公司,HKD,VSB0100,振阳有限公司(PRC合并),,,7/3/2012
PFI0100 - 丰名投资有限公司(PRC合并),PFI0100,丰名投资有限公司(PRC合并),豐名投資有限公司(PRC合併),HKD,VSB0100,振阳有限公司(PRC合并),TRUE,,7/3/2012
VJE0100 - 凯欣企业有限公司(PRC合并),VJE0100,凯欣企业有限公司(PRC合并),凱欣企業有限公司(PRC合併),HKD,VSB0100,振阳有限公司(PRC合并),TRUE,,7/3/2012
VSB0190 - 振阳有限公司(PRC虚拟节点),VSB0190,振阳有限公司(PRC虚拟节点),振陽有限公司(PRC虛擬節點),HKD,GREA100,得正企业有限公司(PRC合并),,,7/3/2012
TMB0180 - 华润纺织原料有限公司(PRC共同父节点反冲),TMB0180,华润纺织原料有限公司(PRC共同父节点反冲),華潤紡織原料有限公司(PRC共同父節點反沖),HKD,GREA100,得正企业有限公司(PRC合并),,,7/3/2012
VVP0180 - 广州市薇娃惟斯服装服饰有限公司(PRC共同父节点反冲),VVP0180,广州市薇娃惟斯服装服饰有限公司(PRC共同父节点反冲),廣州市薇娃惟斯服裝服飾有限公司(PRC共同父節點反沖),HKD,GREA100,得正企业有限公司(PRC合并),,,7/3/2012
SCA0180 - 山东华润厚木尼龙有限公司(PRC共同父节点反冲),SCA0180,山东华润厚木尼龙有限公司(PRC共同父节点反冲),山東華潤厚木尼龍有限公司(PRC共同父節點反沖),HKD,GREA100,得正企业有限公司(PRC合并),,,7/3/2012
SHU0180 - 深圳市华姿伊实业发展有限公司(PRC共同父节点反冲),SHU0180,深圳市华姿伊实业发展有限公司(PRC共同父节点反冲),深圳市華姿伊實業發展有限公司(PRC共同父節點反沖),CNY,GREA100,得正企业有限公司(PRC合并),,,7/3/2012
GSA0100 - Greatest Services Limited(PRC合并),GSA0100,Greatest Services Limited(PRC合并),Greatest Services Limited(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
GSA0000 - Greatest Services Ltd,GSA0000,Greatest Services Ltd,Greatest Services Ltd,HKD,GSA0100,Greatest Services Limited(PRC合并),,,7/3/2012
CFH0000 - 中孚行,CFH0000,中孚行,中孚行,HKD,GSA0100,Greatest Services Limited(PRC合并),,,7/3/2012
FMM0000 - First Master Management Limited,FMM0000,First Master Management Limited,First Master Management Limited,HKD,GSA0100,Greatest Services Limited(PRC合并),,,7/3/2012
SIL0100 - 华润丝绸有限公司(PRC合并),SIL0100,华润丝绸有限公司(PRC合并),華潤絲綢有限公司(PRC合併),HKD,GSA0100,Greatest Services Limited(PRC合并),,TRUE,7/3/2012
SIL0000 - 华润丝绸有限公司,SIL0000,华润丝绸有限公司,華潤絲綢有限公司,HKD,SIL0100,华润丝绸有限公司(PRC合并),,,7/3/2012
FEA0000 - 致惠有限公司,FEA0000,致惠有限公司,致惠有限公司,HKD,SIL0100,华润丝绸有限公司(PRC合并),,,7/3/2012
FIA0000 - Fealty Investment Company Limited,FIA0000,Fealty Investment Company Limited,Fealty Investment Company Limited,HKD,SIL0100,华润丝绸有限公司(PRC合并),,,7/3/2012
SUB0000 - 齐荣有限公司,SUB0000,齐荣有限公司,齊榮有限公司,HKD,SIL0100,华润丝绸有限公司(PRC合并),,,7/3/2012
GTE0100 - Gold Touch Enterprises Inc(PRC合并),GTE0100,Gold Touch Enterprises Inc(PRC合并),Gold Touch Enterprises Inc(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
GTE0000 - Gold Touch Enterprises Inc,GTE0000,Gold Touch Enterprises Inc,Gold Touch Enterprises Inc,HKD,GTE0100,Gold Touch Enterprises Inc(PRC合并),,,7/3/2012
CTC0100 - 华润微电子有限公司(PRC合并),CTC0100,华润微电子有限公司(PRC合并),華潤微電子有限公司(PRC合併),HKD,GTE0100,Gold Touch Enterprises Inc(PRC合并),TRUE,,7/3/2012
CTC0190 - 华润微电子有限公司(PRC虚拟节点),CTC0190,华润微电子有限公司(PRC虚拟节点),華潤微電子有限公司(PRC虛擬節點),HKD,GTE0100,Gold Touch Enterprises Inc(PRC合并),,,7/3/2012
HCGA000 - 黑龙江华润金玉实业有限公司,HCGA000,黑龙江华润金玉实业有限公司,黑龍江華潤金玉實業有限公司,CNY,CRH0100,华润(集团)有限公司(PRC合并),,,7/3/2012
HCP0000 - 汉威资产管理有限公司,HCP0000,汉威资产管理有限公司,Harvest Capital Partners Limited,HKD,CRH0100,华润(集团)有限公司(PRC合并),TRUE,,7/3/2012
HCRE000 - Harvest China Real Estate Fund II L.P.,HCRE000,Harvest China Real Estate Fund II L.P.,Harvest China Real Estate Fund II L.P.,USD,CRH0100,华润(集团)有限公司(PRC合并),TRUE,,7/3/2012
HKG0100 - 木棉花酒店(控股)有限公司(PRC合并),HKG0100,木棉花酒店(控股)有限公司(PRC合并),木棉花酒店(控股)有限公司(PRC合併),HKD,CRH0100,华润(集团)有限公司(PRC合并),,TRUE,7/3/2012
